record_key,material,material_class,book,page,N,selected_family,selected_specific_model,selected_epsilon_rms,selected_abs_rms,selected_G_rho,quality_label,selected_model_json
SiO2_SiO2_Gao,SiO2,transparent_dielectric_oxide,SiO2,Gao,1,CP,CP,0.0004537897336495,0.0010116557995848,1.0000000653985155,excellent,data/models/SiO2_SiO2_Gao/CP_M1.json
SiO2_SiO2_Gao,SiO2,transparent_dielectric_oxide,SiO2,Gao,2,RP,RP,0.0010081414125615,0.0022486114165955,1.000000318976895,excellent,data/models/SiO2_SiO2_Gao/RP_M2.json
SiO2_SiO2_Gao,SiO2,transparent_dielectric_oxide,SiO2,Gao,3,CP,SemiCP,0.0003193474623776,0.0007091142573905,1.000000001176113,excellent,data/models/SiO2_SiO2_Gao/SemiCP_M3.json
SiO2_SiO2_Gao,SiO2,transparent_dielectric_oxide,SiO2,Gao,4,none,none,,,,no_model,
SiO2_SiO2_Gao,SiO2,transparent_dielectric_oxide,SiO2,Gao,5,CP,CP,0.0010166779504854,0.0022580925492927,1.0000003278157197,excellent,data/models/SiO2_SiO2_Gao/CP_M5.json
SiO2_SiO2_Lemarchand,SiO2,transparent_dielectric_oxide,SiO2,Lemarchand,1,CP,SemiCP,0.0005207066394578,0.0011422112440087,1.0000000018605275,excellent,data/models/SiO2_SiO2_Lemarchand/SemiCP_M1.json
SiO2_SiO2_Lemarchand,SiO2,transparent_dielectric_oxide,SiO2,Lemarchand,2,CP,SemiCP,2.4511394261459525e-05,5.4552925144666816e-05,1.0000000040555106,excellent,data/models/SiO2_SiO2_Lemarchand/SemiCP_M2.json
SiO2_SiO2_Lemarchand,SiO2,transparent_dielectric_oxide,SiO2,Lemarchand,3,CP,SemiCP,1.8608032186390216e-05,4.1373541437072414e-05,1.0000000040286106,excellent,data/models/SiO2_SiO2_Lemarchand/SemiCP_M3.json
SiO2_SiO2_Lemarchand,SiO2,transparent_dielectric_oxide,SiO2,Lemarchand,4,CP,SemiCP,1.802278883467236e-05,4.0025706299378105e-05,1.000000003126042,excellent,data/models/SiO2_SiO2_Lemarchand/SemiCP_M4.json
SiO2_SiO2_Lemarchand,SiO2,transparent_dielectric_oxide,SiO2,Lemarchand,5,CP,SemiCP,1.6451280968259837e-05,3.655601306144681e-05,1.000000002719301,excellent,data/models/SiO2_SiO2_Lemarchand/SemiCP_M5.json
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,transparent_dielectric_oxide,SiO2,Rodriguez-de Marcos,1,CP,CP,0.0001159746145995,0.0002528078155198,1.0,excellent,data/models/SiO2_SiO2_Rodriguez-de_Marcos/CP_M1.json
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,transparent_dielectric_oxide,SiO2,Rodriguez-de Marcos,2,CP,SemiCP,6.398391975670434e-07,1.3847150771307614e-06,1.0,excellent,data/models/SiO2_SiO2_Rodriguez-de_Marcos/SemiCP_M2.json
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,transparent_dielectric_oxide,SiO2,Rodriguez-de Marcos,3,none,none,,,,no_model,
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,transparent_dielectric_oxide,SiO2,Rodriguez-de Marcos,4,none,none,,,,no_model,
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,transparent_dielectric_oxide,SiO2,Rodriguez-de Marcos,5,none,none,,,,no_model,
Ta_Ta_Werner,Ta,metal,Ta,Werner,1,CP,SemiCP,0.0624207027072502,2.497823667947377,1.000000994294203,poor,data/models/Ta_Ta_Werner/SemiCP_M1.json
Ta_Ta_Werner,Ta,metal,Ta,Werner,2,CP,SemiCP,0.000360835150147,0.019899385299093,1.0000000000000009,excellent,data/models/Ta_Ta_Werner/SemiCP_M2.json
Ta_Ta_Werner,Ta,metal,Ta,Werner,3,CP,SemiCP,0.0003183154094549,0.0157171092791898,1.000000000000001,excellent,data/models/Ta_Ta_Werner/SemiCP_M3.json
Ta_Ta_Werner,Ta,metal,Ta,Werner,4,CP,SemiCP,0.0003296739433407,0.0152898598052693,1.0000000000000004,excellent,data/models/Ta_Ta_Werner/SemiCP_M4.json
Ta_Ta_Werner,Ta,metal,Ta,Werner,5,CP,SemiCP,0.0003147168579398,0.0143872724846147,1.0,excellent,data/models/Ta_Ta_Werner/SemiCP_M5.json
Ta_Ta_Werner-DFT,Ta,metal,Ta,Werner-DFT,1,CP,CP,0.3671926024042065,5.9356004949231504,1.0000000000000002,poor,data/models/Ta_Ta_Werner-DFT/CP_M1.json
Ta_Ta_Werner-DFT,Ta,metal,Ta,Werner-DFT,2,CP,SemiCP,0.0254095688421726,0.4800630200743048,1.000000904460691,warning,data/models/Ta_Ta_Werner-DFT/SemiCP_M2.json
Ta_Ta_Werner-DFT,Ta,metal,Ta,Werner-DFT,3,CP,SemiCP,0.019217172595763,0.2736489008119818,1.000000618341482,warning,data/models/Ta_Ta_Werner-DFT/SemiCP_M3.json
Ta_Ta_Werner-DFT,Ta,metal,Ta,Werner-DFT,4,CP,CP,0.0129774203193874,0.2128447007380435,1.0000000000000002,warning,data/models/Ta_Ta_Werner-DFT/CP_M4.json
Ta_Ta_Werner-DFT,Ta,metal,Ta,Werner-DFT,5,CP,SemiCP,0.0090430439739593,0.0929578956764174,1.0000000000000002,acceptable,data/models/Ta_Ta_Werner-DFT/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-12-25,1,CP,CP,0.004484962903482,0.0261561643724251,1.0000002681875206,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-12-25,2,CP,CP,0.0013305972072393,0.0076375441167231,1.0000004833664613,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-12-25,3,CP,CP,0.000330376188102,0.0018449758872097,1.000000074187671,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-12-25,4,CP,SemiCP,3.892026154652379e-05,0.0002059080121466,1.0000000231196084,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-12-25,5,RP,RP,2.044272314646864e-05,0.0001252291687516,1.000000013737823,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-16-25,1,CP,SemiCP,0.0007429998470309,0.0041638261378951,1.000000000000001,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-16-25,2,CP,CP,6.38466000138877e-05,0.0003741236364863,1.0000000000000009,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/CP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-16-25,3,CP,SemiCP,3.193890442604993e-05,0.0001939708559354,1.0000000000000004,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/SemiCP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-16-25,4,CP,SemiCP,1.2652790128857495e-05,6.355894712349391e-05,1.0000000000000002,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/SemiCP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-16-25,5,CP,SemiCP,1.135208857095706e-05,5.700187957613166e-05,1.0000000000621123,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-4-25,1,CP,SemiCP,0.0007613246874339,0.0041455515119611,1.0,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-4-25,2,CP,CP,7.312667461940986e-05,0.000440026258278,1.0000000805660227,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/CP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-4-25,3,CP,SemiCP,4.4373598406439774e-05,0.0002645614228204,1.0000000166467653,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/SemiCP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-4-25,4,RP,RP,4.732778813216952e-06,2.5533198853897888e-05,1.0000000345860904,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/RP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-4-25,5,CP,SemiCP,6.278368840698851e-06,3.299008177185502e-05,1.000000000029559,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-25,1,CP,SemiCP,0.0007495339293955,0.0042192247663877,1.0000000000000002,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-25,2,CP,CP,8.86958893630113e-05,0.0004941553296207,1.0000000000000004,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/CP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-25,3,CP,CP,8.093735410896196e-05,0.0004164597402161,1.0000001163329582,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/CP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-25,4,RP,RP,4.068663138062091e-06,2.258399702199297e-05,1.000000031170266,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/RP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-25,5,CP,CP,0.0001471842353268,0.0007732362302468,1.0000000000000009,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/CP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-450,1,CP,SemiCP,0.0006509808603358,0.0035892341328222,1.0,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-450,2,CP,CP,0.0001527746252186,0.0008883304274531,1.000000017618573,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/CP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-450,3,CP,CP,7.245170456521235e-05,0.0004214101552824,1.0000000180172623,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/CP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-450,4,CP,SemiCP,3.499470654630133e-06,1.801217254212304e-05,1.0000000000000009,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/SemiCP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-450,5,CP,SemiCP,3.5292780491966003e-06,1.80192193210136e-05,1.000000303269458,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-550,1,CP,SemiCP,0.0006599492907541,0.0036108698969376,1.0000000000000004,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-550,2,CP,SemiCP,0.0001151817790896,0.0005824894233716,1.000000000003629,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/SemiCP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-550,3,CP,SemiCP,0.0001189355258293,0.000662299213592,1.0000004806821847,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/SemiCP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-550,4,RP,RP,9.663875597910614e-06,4.770078070897043e-05,1.000000033892394,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/RP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-550,5,none,none,,,,no_model,
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-4.38-12-25,1,CP,SemiCP,0.0020223375826169,0.009523245552764,1.0,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-4.38-12-25,2,CP,CP,0.0008935626279632,0.0045623767936597,1.0000002099680425,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/CP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-4.38-12-25,3,CP,SemiCP,0.0003259347834978,0.001741571278091,1.000000074948987,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/SemiCP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-4.38-12-25,4,CP,SemiCP,0.0001597554012018,0.0008220567287392,1.0000000657676702,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/SemiCP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-4.38-12-25,5,RP,RP,3.797195905100083e-05,0.0001945185127983,1.0,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/RP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-5.48-12-25,1,CP,CP,0.0039622784984654,0.023134483379225,1.0000002545502171,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-5.48-12-25,2,CP,SemiCP,0.0008350454784054,0.0048548095441072,1.0000001850236646,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-5.48-12-25,3,CP,CP,0.0003752780686619,0.002227996059833,1.0,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-5.48-12-25,4,CP,SemiCP,4.045241829302647e-05,0.0002445075453111,1.000000016818447,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-5.48-12-25,5,CP,SemiCP,6.650500000173997e-06,3.854877089093317e-05,1.0000000050458104,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-6.75-12-25,1,CP,SemiCP,0.0008056906743963,0.0045249082237382,1.0000000000000002,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-6.75-12-25,2,CP,CP,0.0005640018294556,0.0028930923845008,1.0000001040331814,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/CP_M2.json
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-6.75-12-25,3,CP,CP,0.0001586745381415,0.0009495510772956,1.0000000285969932,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/CP_M3.json
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-6.75-12-25,4,CP,SemiCP,1.1659946687059702e-05,6.795402010286645e-05,1.0000000000000018,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/SemiCP_M4.json
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-6.75-12-25,5,CP,SemiCP,6.786010322977282e-06,3.875509159520666e-05,1.0000000013893948,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-650,1,CP,SemiCP,0.0063799970068346,0.0333437819262308,1.0000000000000002,acceptable,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-650,2,CP,CP,0.0006363549974932,0.0031912849450359,1.0000000000000004,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/CP_M2.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-650,3,CP,SemiCP,0.0001359417212238,0.0006994108069349,1.0000000962567626,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/SemiCP_M3.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-650,4,CP,CP,3.92561580276253e-05,0.0002123964128275,1.000000155248625,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/CP_M4.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-650,5,CP,SemiCP,3.410061675575276e-05,0.0001722550506353,1.0000001660001048,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-750,1,CP,SemiCP,0.0065532972169459,0.0372728442330089,1.0000003398134023,acceptable,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-750,2,CP,CP,0.001023885076798,0.005420836985181,1.0000000000000009,excellent,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-750,3,CP,SemiCP,0.0001820951181092,0.0009588506382053,1.0000002793120557,excellent,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-750,4,CP,CP,3.571475910117735e-05,0.0001881653780796,1.000000166857762,excellent,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-750,5,CP,SemiCP,1.686645953241892e-05,8.946955909597411e-05,1.0000000000000009,excellent,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-850,1,CP,SemiCP,0.0042728648296133,0.0218351907299022,1.0000009214276189,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-850,2,CP,SemiCP,0.001247965179953,0.0064084596172414,1.0000000000000016,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/SemiCP_M2.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-850,3,CP,CP,0.0001838758934705,0.0009469270380707,1.0000003853336883,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/CP_M3.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-850,4,CP,CP,4.202543874985154e-05,0.000212667380263,1.000000042652364,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/CP_M4.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-850,5,CP,CP,1.9832716198101234e-05,0.0001094273077208,1.0000000000000018,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/CP_M5.json
Ta2O5_Ta2O5_Franta-2015,Ta2O5,high_k_oxide,Ta2O5,Franta-2015,1,CP,SemiCP,0.0013621094836865,0.0068386088611124,1.0000000089350518,excellent,data/models/Ta2O5_Ta2O5_Franta-2015/SemiCP_M1.json
Ta2O5_Ta2O5_Franta-2015,Ta2O5,high_k_oxide,Ta2O5,Franta-2015,2,CP,SemiCP,0.0013643273162367,0.0070615155673781,1.0000000831195608,excellent,data/models/Ta2O5_Ta2O5_Franta-2015/SemiCP_M2.json
Ta2O5_Ta2O5_Franta-2015,Ta2O5,high_k_oxide,Ta2O5,Franta-2015,3,CP,CP,0.0012634752227294,0.0060384112954072,1.000000000000001,excellent,data/models/Ta2O5_Ta2O5_Franta-2015/CP_M3.json
Ta2O5_Ta2O5_Franta-2015,Ta2O5,high_k_oxide,Ta2O5,Franta-2015,4,CP,SemiCP,0.0003906769601427,0.0018933685089466,1.0000000000000009,excellent,data/models/Ta2O5_Ta2O5_Franta-2015/SemiCP_M4.json
Ta2O5_Ta2O5_Franta-2015,Ta2O5,high_k_oxide,Ta2O5,Franta-2015,5,CP,SemiCP,0.0003330472226698,0.0016083451456476,1.000000418337403,excellent,data/models/Ta2O5_Ta2O5_Franta-2015/SemiCP_M5.json
Ta2O5_Ta2O5_Franta-2025,Ta2O5,high_k_oxide,Ta2O5,Franta-2025,1,CP,SemiCP,0.0013460290391023,0.0069111148963698,1.0000000086542762,excellent,
Ta2O5_Ta2O5_Franta-2025,Ta2O5,high_k_oxide,Ta2O5,Franta-2025,2,CP,SemiCP,0.001420839023877,0.0069054050506148,1.0000002385996,excellent,
Ta2O5_Ta2O5_Franta-2025,Ta2O5,high_k_oxide,Ta2O5,Franta-2025,3,CP,SemiCP,0.0005525672822793,0.0030141606698046,1.0000000000000004,excellent,
Ta2O5_Ta2O5_Franta-2025,Ta2O5,high_k_oxide,Ta2O5,Franta-2025,4,CP,SemiCP,0.0001288705968077,0.0006996389462615,1.000000000000001,excellent,
Ta2O5_Ta2O5_Franta-2025,Ta2O5,high_k_oxide,Ta2O5,Franta-2025,5,CP,SemiCP,5.8116963557692826e-05,0.0002676908613739,1.0000000000000002,excellent,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,high_k_oxide,Ta2O5,Rodriguez-de Marcos,1,CP,SemiCP,0.0012620144589616,0.0064482629555552,1.0000000000000002,excellent,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,high_k_oxide,Ta2O5,Rodriguez-de Marcos,2,CP,SemiCP,0.0005083295850531,0.0025601596439335,1.0000000000000004,excellent,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,high_k_oxide,Ta2O5,Rodriguez-de Marcos,3,CP,SemiCP,0.0002478233515188,0.0013159124645495,1.0000000000000009,excellent,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,high_k_oxide,Ta2O5,Rodriguez-de Marcos,4,CP,SemiCP,0.0001605726276562,0.0008203923608202,1.0,excellent,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,high_k_oxide,Ta2O5,Rodriguez-de Marcos,5,CP,SemiCP,0.0001357824629723,0.0006998691760706,1.000000000000001,excellent,
Ti_Ti_Johnson,Ti,metal,Ti,Johnson,1,none,none,,,,no_model,
Ti_Ti_Johnson,Ti,metal,Ti,Johnson,2,none,none,,,,no_model,
Ti_Ti_Johnson,Ti,metal,Ti,Johnson,3,CP,SemiCP,0.0294464969416495,0.7280735975517265,1.0,warning,data/models/Ti_Ti_Johnson/SemiCP_M3.json
Ti_Ti_Johnson,Ti,metal,Ti,Johnson,4,CP,SemiCP,0.0288558664436318,0.7001476224226487,1.0000000000000004,warning,data/models/Ti_Ti_Johnson/SemiCP_M4.json
Ti_Ti_Johnson,Ti,metal,Ti,Johnson,5,CP,SemiCP,0.025634150740388,0.5832879556069916,1.0000000000000004,warning,data/models/Ti_Ti_Johnson/SemiCP_M5.json
Ti_Ti_Palm,Ti,metal,Ti,Palm,1,none,none,,,,no_model,
Ti_Ti_Palm,Ti,metal,Ti,Palm,2,none,none,,,,no_model,
Ti_Ti_Palm,Ti,metal,Ti,Palm,3,CP,SemiCP,0.0052220998753309,0.035260341330072,1.0000000000000004,acceptable,
Ti_Ti_Palm,Ti,metal,Ti,Palm,4,CP,SemiCP,0.0009813505320361,0.0070278441396973,1.0000000000000009,excellent,
Ti_Ti_Palm,Ti,metal,Ti,Palm,5,CP,SemiCP,0.0006157800933667,0.0073743033518854,1.0,excellent,
Ti_Ti_Rakic-BB,Ti,metal,Ti,Rakic-BB,1,none,none,,,,no_model,
